Index,ID,SourceName,CODICE_COMMITTENTE,ALIQUOTA_IVA,DATA,P_IVA,UNITAMISURA,IMPORTO_TOTALE_DOCUMENTO,NUMERO,TIPO_DOCUMENTO,RAGIONE_SOCIALE,SEDE_INDIRIZZO_CESSIONARIO,QUANTITA,DESCRIZIONE,IMPONIBILE_IMPORTO,PREZZO_UNITARIO,CATEGORIA
5335,5335,IT10194900964_00BR0,09247360960,4,2024-09-30,10194900964,,386.53,2271,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,75.0,75.0,Spese Amministrative
5336,5336,IT10194900964_00BR0,09247360960,4,2024-09-30,10194900964,,386.53,2271,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,75.0,75.0,Spese Amministrative
5337,5337,IT10194900964_00BR0,09247360960,4,2024-09-30,10194900964,,386.53,2271,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,23.07692,23.07692,Spese Amministrative
5338,5338,IT10194900964_00BR0,09247360960,4,2024-09-30,10194900964,,386.53,2271,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,87.5,87.5,Spese Amministrative
5339,5339,IT10194900964_00BR0,09247360960,4,2024-09-30,10194900964,,386.53,2271,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,23.07692,23.07692,Spese Amministrative
5340,5340,IT10194900964_00BR0,09247360960,4,2024-09-30,10194900964,,386.53,2271,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,49.54808,49.54808,Spese Amministrative
5341,5341,IT11946790158_026BL,09247360960,22,2024-09-30,11946790158,CF,73.99,026BL,TD01,PISOTTI SRL,VIA STENDHAL 30,2.0,"500 FG. ANTIGRASSO HA.DAYS12,5X20CM",20.98,10.492,Materiali di Cucina
5342,5342,IT11946790158_026BL,09247360960,22,2024-09-30,11946790158,CF,73.99,026BL,TD01,PISOTTI SRL,VIA STENDHAL 30,2.0,"500 FG. ANTIGRASSO HA.DAYS20X32,5CM",39.67,19.836,Materiali di Cucina
5344,5344,IT12277900960_HV1VB,09247360960,4,2024-09-04,12277900960,PZ,9.97,49540318GA,TD01,CAMMISCIA SRL,via stendhal 30,2.0,PANE ART. BIANCO,6.71,3.355,Food
5345,5345,IT12277900960_HV1VB,09247360960,10,2024-09-04,12277900960,PZ,9.97,49540318GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,NUTELLA 220 GR,2.72,2.72,Food
5346,5346,IT12277900960_HV1VH,09247360960,22,2024-09-05,12277900960,PZ,59.53,49540324GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,BIRRA NASTRO AZZURRA ZERO 33X3,2.39,2.72,Beverage
5347,5347,IT12277900960_HV1VH,09247360960,10,2024-09-05,12277900960,PZ,59.53,49540324GA,TD01,CAMMISCIA SRL,via stendhal 30,10.0,FOCACCIA LIGURIA C FORM TDI,51.46,11.436,Food
5348,5348,IT12277900960_HV1VJ,09247360960,22,2024-09-06,12277900960,PZ,8.84,49540326GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,AJAX PAVIMENTI CLASSICO 950 ML,1.8,1.8,Altre Forniture
5349,5349,IT12277900960_HV1VJ,09247360960,22,2024-09-06,12277900960,PZ,8.84,49540326GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,AJAX PAVIMENTI CLASSICO 950 ML,1.8,1.8,Altre Forniture
5350,5350,IT12277900960_HV1VJ,09247360960,10,2024-09-06,12277900960,PZ,8.84,49540326GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,ZUCCHERO KG1 CRF,1.26,1.26,Food
5351,5351,IT12277900960_HV1VJ,09247360960,22,2024-09-06,12277900960,PZ,8.84,49540326GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,SALE FINO SIMPL,0.24,0.24,Food
5352,5352,IT12277900960_HV1VJ,09247360960,10,2024-09-06,12277900960,PZ,8.84,49540326GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,MENTA T V GR 20,1.26,1.26,Food
5353,5353,IT12277900960_HV1VJ,09247360960,4,2024-09-06,12277900960,PZ,8.84,49540326GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,ROSMARINO,1.34,1.34,Food
5354,5354,IT12277900960_HV1WZ,09247360960,10,2024-09-13,12277900960,PZ,2.68,49540357GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,MENTA T V GR 20,1.26,1.26,Food
5355,5355,IT12277900960_HV1WZ,09247360960,4,2024-09-13,12277900960,PZ,2.68,49540357GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,LATTE UHT INT  1 LT CARREFOUR,1.24,1.24,Food
5356,5356,IT12277900960_HV1XH,09247360960,10,2024-09-18,12277900960,PZ,56.61,49540375GA,TD01,CAMMISCIA SRL,via stendhal 30,10.0,FOCACCIA LIGURIA C FORM TDI,51.46,11.436,Food
5357,5357,IT12277900960_HV1YI,09247360960,10,2024-09-21,12277900960,PZ,31.29,49540385GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,MENTA T V GR 20,1.26,1.26,Food
5358,5358,IT12277900960_HV1YI,09247360960,10,2024-09-21,12277900960,PZ,31.29,49540385GA,TD01,CAMMISCIA SRL,via stendhal 30,10.0,FARINATA DI CECI GENOVESE TDI,27.18,2.718,Food
5359,5359,IT12277900960_HV1ZJ,09247360960,10,2024-09-26,12277900960,PZ,4.47,49540400GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,MENTA T V GR 20,1.26,1.26,Food
5360,5360,IT12277900960_HV1ZJ,09247360960,5,2024-09-26,12277900960,PZ,4.47,49540400GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,BASILICO T V  GR30,1.61,1.61,Food
5361,5361,IT12277900960_HV1ZJ,09247360960,4,2024-09-26,12277900960,PZ,4.47,49540400GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,ROSMARINO,1.34,1.34,Food
5362,5362,IT12277900960_HV1ZP,09247360960,10,2024-09-27,12277900960,PZ,59.3,49540406GA,TD01,CAMMISCIA SRL,via stendhal 30,11.0,FOCACCIA LIGURIA C FORM TDI,53.91,11.490909,Food
5363,5363,IT12549080153_26BDI,09247360960,22,2024-09-10,12549080153,,675.88,b6578048-4,TD01,VOLKSWAGEN LEASING GMBH,VIA STENDHAL ENRICO 30,,Canone noleggio,465.0,465.0,Noleggi
5364,5364,IT12549080153_26BDI,09247360960,22,2024-09-10,12549080153,,675.88,b6578048-4,TD01,VOLKSWAGEN LEASING GMBH,VIA STENDHAL ENRICO 30,,Canone assistenza operativa,89.0,89.0,Automezzi
5365,5365,NL10209790152_GwaMY,09247360960,22,2024-09-17,02767290808,Q.TA,350.01,1947,TD01,MUIA' GISELLA,Via Stendhal,1.0,Scritta su V/S mantovana con V/S logo,40.0,40.0,Marketing
5366,5366,NL10209790152_GwaMY,09247360960,22,2024-09-17,02767290808,Q.TA,350.01,1947,TD01,MUIA' GISELLA,Via Stendhal,1.0,"Pannello sagomato in plexiglass con stampa in adesivo digitale,con logo inciso al laser.",246.89,246.89,Marketing
5367,5367,NL10209790152_H4OVg,09247360960,22,2024-09-30,06433300966,n,470.68,527847,TD01,MILANOVINO S.R.L.,VIA STENDHAL 30,12.0,ANTONUTTI - RIBOLLA GIALLA IGT VENEZIA GIULIA,72.0,6.0,Beverage
5368,5368,NL10209790152_H4OVg,09247360960,22,2024-09-30,06433300966,n,470.68,527847,TD01,MILANOVINO S.R.L.,VIA STENDHAL 30,12.0,"DI SANTE - ROSATO MARCHE ""ILLA"" bio",67.2,5.6,Beverage
5369,5369,NL10209790152_H4OVg,09247360960,22,2024-09-30,06433300966,n,470.68,527847,TD01,MILANOVINO S.R.L.,VIA STENDHAL 30,24.0,LA FARRA - PROSECCO DOC TREVISO EXTRA DRY,136.8,5.7,Beverage
5370,5370,NL10209790152_H4OVg,09247360960,22,2024-09-30,06433300966,n,470.68,527847,TD01,MILANOVINO S.R.L.,VIA STENDHAL 30,6.0,BALDISSERO - DOLCETTO D'ALBA,40.8,6.8,Beverage
5371,5371,NL10209790152_H4OVg,09247360960,22,2024-09-30,06433300966,n,470.68,527847,TD01,MILANOVINO S.R.L.,VIA STENDHAL 30,6.0,MANARA - VALPOLICELLA CLASSICO,27.6,4.6,Beverage
5372,5372,NL10209790152_H4OVg,09247360960,22,2024-09-30,06433300966,n,470.68,527847,TD01,MILANOVINO S.R.L.,VIA STENDHAL 30,6.0,"VALLE DELL'ACATE - SYRAH ""BELLIFOLLI""",41.4,6.9,Beverage
5374,5374,IT01378570350_ic9dV,09247360960,22,2024-09-08,06017420487,NR,133.72,2340010128,TD01,ENEGAN S.P.A,null VIA ENRICO STENDHAL 30,1.0,Condivisa Insieme Adeguamento agosto 2024,39.9,39.9,Energia Elettrica
5375,5375,IT01378570350_ic9dV,09247360960,22,2024-09-08,06017420487,NR,133.72,2340010128,TD01,ENEGAN S.P.A,null VIA ENRICO STENDHAL 30,1.0,Condivisa Insieme Adeguamento settembre 2024,39.9,39.9,Energia Elettrica
5377,5377,IT01378570350_ic9dV,09247360960,22,2024-09-08,06017420487,NR,133.72,2340010128,TD01,ENEGAN S.P.A,null VIA ENRICO STENDHAL 30,1.0,SentiAMOci Easy agosto 2024,9.9,9.9,Telefono
5378,5378,IT01378570350_ic9dV,09247360960,22,2024-09-08,06017420487,NR,133.72,2340010128,TD01,ENEGAN S.P.A,null VIA ENRICO STENDHAL 30,1.0,SentiAMOci Easy settembre 2024,9.9,9.9,Telefono
5379,5379,IT01378570350_ic9dV,09247360960,22,2024-09-08,06017420487,NR,133.72,2340010128,TD01,ENEGAN S.P.A,null VIA ENRICO STENDHAL 30,1.0,Upgrade FIBRA FTTH 1GB/100M agosto 2024,5.0,5.0,Telefono
5380,5380,IT01378570350_ic9dV,09247360960,22,2024-09-08,06017420487,NR,133.72,2340010128,TD01,ENEGAN S.P.A,null VIA ENRICO STENDHAL 30,1.0,Upgrade FIBRA FTTH 1GB/100M settembre 2024,5.0,5.0,Telefono
5382,5382,IT016417907022024h_08Vd6,09247360960,22,2024-09-02,17002501009,,30.49,00003r7a1p,TD01,leggimenu SRL,Via Stendhal 30,1.0,leggimenu.it - Premium  Mensile / Monthly,24.99,24.991804,Software
5383,5383,IT016417907022024n_09XZ8,09247360960,22,2024-09-30,08675550969,,488.0,00003tmtho,TD01,Flawless Living s.r.l.,"VIA ENRICO STENDHAL, 30",1.0,Partnership FLAWLESS.life,400.0,400.0,Marketing
5386,5386,IT016417907022024u_09g2N,09247360960,22,2024-09-05,02223530060,,2260.66,SXJYI,TD01,Birrificio Civale srl,"VIA STENDHAL, 30",22.0,"BIRRA ""STANDHALINA"" BEER GALLERY MODERN IPA  (mezza cotta) (rif ns Eureka)",1848.0,84.0,Beverage
5387,5387,IT016417907022024u_09g2N,09247360960,22,2024-09-05,02223530060,,2260.66,SXJYI,TD01,Birrificio Civale srl,"VIA STENDHAL, 30",,Spese d'incasso,5.0,5.0,Spese Bancarie
5388,5388,IT02355260981_SbHpF,09247360960,22,2024-09-04,05602640962,,18.45,SbHpF,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,SMALTO,5.66,5.66,Altre Forniture
5389,5389,IT02355260981_SbHpF,09247360960,22,2024-09-04,05602640962,,18.45,SbHpF,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,PENNELLO,0.7,0.7,Altre Forniture
5390,5390,IT02355260981_SbHpF,09247360960,22,2024-09-04,05602640962,,18.45,SbHpF,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,FORBICE,5.66,5.66,Altre Forniture
5391,5391,IT02355260981_SbHpF,09247360960,22,2024-09-04,05602640962,,18.45,SbHpF,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,NASTRO,3.11,3.11,Altre Forniture
5392,5392,IT02355260981_SmCr7,09247360960,22,2024-09-16,05602640962,,25.45,SmCr7,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,4+4 PILE STILO,5.37,5.37,Altre Forniture
5393,5393,IT02355260981_SmCr7,09247360960,22,2024-09-16,05602640962,,25.45,SmCr7,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,KIT SEGNAPASSI,15.49,15.49,Altre Forniture
5394,5394,IT02355260981_Sr6iU,09247360960,22,2024-09-22,05602640962,,20.85,Sr6iU,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,RULLO,4.06,4.06,Altre Forniture
5395,5395,IT02355260981_Sr6iU,09247360960,22,2024-09-22,05602640962,,20.85,Sr6iU,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,SMALTO,13.03,13.03,Altre Forniture
5396,5396,IT02355260981_Ss4MH,09247360960,22,2024-09-23,05602640962,,14.89,Ss4MH,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,STRISCIA LED,8.11,8.11,Attrezzature Sala
5397,5397,IT02355260981_Ss4MH,09247360960,22,2024-09-23,05602640962,,14.89,Ss4MH,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,DXT - 9 PZ CHIAVI A BRUGOLA ES,4.09,4.09,Altre Forniture
5398,5398,IT02355260981_Ss4MJ,09247360960,22,2024-09-23,05602640962,,13.94,Ss4MJ,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,SPRAY,6.14,6.14,Altre Forniture
5399,5399,IT02355260981_Ss4MJ,09247360960,22,2024-09-23,05602640962,,13.94,Ss4MJ,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,SPRAY,5.29,5.29,Altre Forniture
5400,5400,IT02355260981_Swmdc,09247360960,22,2024-09-29,05602640962,,50.76,Swmdc,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,CESTO SPACEO KUBE,2.13,2.13,Altre Forniture
5401,5401,IT02355260981_Swmdc,09247360960,22,2024-09-29,05602640962,,50.76,Swmdc,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,CESTO SPACEO KUBE,3.61,3.61,Altre Forniture
5402,5402,IT02355260981_Swmdc,09247360960,22,2024-09-29,05602640962,,50.76,Swmdc,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,SPRAY,4.75,4.75,Altre Forniture
5403,5403,IT02355260981_Swmdc,09247360960,22,2024-09-29,05602640962,,50.76,Swmdc,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,SPRAY,4.76,4.76,Altre Forniture
5404,5404,IT02355260981_Swmdc,09247360960,22,2024-09-29,05602640962,,50.76,Swmdc,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,ROTOLO CARTA ABRASIVA,4.35,4.35,Altre Forniture
5405,5405,IT02355260981_Swmdc,09247360960,22,2024-09-29,05602640962,,50.76,Swmdc,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,SMALTO,4.39,4.39,Altre Forniture
5406,5406,IT02355260981_Swmdc,09247360960,22,2024-09-29,05602640962,,50.76,Swmdc,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,PENNELLO,0.63,0.63,Altre Forniture
5407,5407,IT02355260981_Swmdc,09247360960,22,2024-09-29,05602640962,,50.76,Swmdc,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,COPRIVASO,7.3,7.3,Altre Forniture
5408,5408,IT02355260981_Swmdc,09247360960,22,2024-09-29,05602640962,,50.76,Swmdc,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,4+4 PILE MINISTILO,4.84,4.84,Altre Forniture
5409,5409,IT02355260981_Swmdc,09247360960,22,2024-09-29,05602640962,,50.76,Swmdc,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,4+4 PILE MINISTILO,4.84,4.84,Altre Forniture
5410,5410,IT03019191208_03FDC,09247360960,22,2024-09-22,03051950347,,348.43,C8B8FD,TD01,CDP SRL,VIA ENRICO STENDHAL 30,24.0,Franciacorta Brut,285.6,11.9,Beverage
5411,5411,IT03336420967_leeal,09247360960,22,2024-09-06,02144350069,NR,356.24,0035943645,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,2.0,Fusto di Birra Pils  20 litri lotto 07424 scadenza 15/12//2024,140.0,70.0,Beverage
5412,5412,IT03336420967_leeal,09247360960,22,2024-09-06,02144350069,NR,356.24,0035943645,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,1.0,Fusto di Birra American Strong Ale 20 litri lotto 05124 scadenza 15/12/2024,80.0,80.0,Beverage
5413,5413,IT03336420967_leeal,09247360960,22,2024-09-06,02144350069,NR,356.24,0035943645,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,1.0,Fusto di Birra Weizen 20 litri lotto 07524 scadenza 15/12/2024,72.0,72.0,Beverage
5416,5416,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL20 BRILLANTE RECOARO VAP,10.8,10.8,Beverage
5417,5417,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL20 BRILLANTE RECOARO VAP,10.8,10.8,Beverage
5418,5418,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84,Beverage
5419,5419,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84,Beverage
5420,5420,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 33 COCA COLA ZERO VAP,15.6,15.6,Beverage
5421,5421,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 33 ACQUA S.BEN MILL FRIZ LT,8.88,8.88,Beverage
5422,5422,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 33 ACQUA S.BEN MILL FRIZ LT,8.88,8.88,Beverage
5423,5423,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,12.0,250PZ 25X25 TOV. APE ECO CLB,32.16,2.68,Attrezzature Sala
5424,5424,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 20  SUCCO POMOD RIOBA VAP,11.76,11.76,Beverage
5425,5425,IT04157540966_7kc2j,09247360960,4,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 PATATE FETTE C/BUCCIA",6.09,6.09,Food
5426,5426,IT04157540966_7kc2j,09247360960,4,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 PATATE FETTE C/BUCCIA",6.09,6.09,Food
5427,5427,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 25 INDIAN BLACK TEA PES VAP,15.2,15.2,Beverage
5428,5428,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,LT 10 BRILLANTANTE ARO,12.19,12.19,Altre Forniture
5429,5429,IT04157540966_7kc2j,09247360960,4,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG.1,9 PANCARRE GIOLLY *",4.57,4.57,Food
5430,5430,IT04157540966_7kc2j,09247360960,4,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.916,"CACIOTTA RUST RIGATA KG2,6 CA",25.6,8.78,Food
5431,5431,IT04157540966_7kc2j,09247360960,10,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500  RITAGLI SALMONE AFFUMIC.,6.08,6.08,Food
5432,5432,IT04157540966_7kc2j,09247360960,10,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500  RITAGLI SALMONE AFFUMIC.,6.08,6.08,Food
5433,5433,IT04157540966_7kc2j,09247360960,10,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 FIL PETTO POLLO PREC MC",18.99,18.99,Food
5434,5434,IT04157540966_7kc2j,09247360960,10,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 FIL PETTO POLLO PREC MC",18.99,18.99,Food
5435,5435,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,MT 50X36 CARTA FORNO DOMOPAK,7.09,7.09,Materiali di Cucina
5436,5436,IT04157540966_7kc2j,09247360960,22,2024-09-02,02827030962,,282.26,7kc2j,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,MT 300X30 PELLICOLA DOMOPACK,9.02,9.02,Altre Forniture
5437,5437,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G166 NUTELLA BISCUIT T12,2.12,2.12,Food
5438,5438,IT04157540966_7nd57,09247360960,4,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 AVOCADO A CUBI MC,5.29,5.29,Food
5439,5439,IT04157540966_7nd57,09247360960,4,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 AVOCADO A CUBI MC,5.29,5.29,Food
5440,5440,IT04157540966_7nd57,09247360960,22,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,1000SPIEDINI BAMBU 15CM MP,3.59,3.59,Materiali di Cucina
5441,5441,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML450 SALSA AL CHILI SRIRACHA,4.06,4.06,Food
5442,5442,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML450 SALSA AL CHILI SRIRACHA,4.06,4.06,Food
5443,5443,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML875 SALSA CHEDDAR SQ DEVELEY,5.12,5.12,Food
5444,5444,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML875 SALSA CHEDDAR SQ DEVELEY,5.12,5.12,Food
5445,5445,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML875 SALSA CHEDDAR SQ DEVELEY,5.12,5.12,Food
5446,5446,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG 1,8 VEGAN BURGER MC",20.19,20.19,Food
5447,5447,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,25 HAMBURGER BOV. COT. G90",23.99,23.99,Food
5448,5448,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,25 HAMBURGER BOV. COT. G90",23.99,23.99,Food
5449,5449,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,7 POLPETTE BOV. COTTE SURG",26.49,26.49,Food
5450,5450,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,7 POLPETTE BOV. COTTE SURG",26.49,26.49,Food
5451,5451,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA BOVINO AD.SKIN,2.29,2.29,Food
5452,5452,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA BOVINO AD.SKIN,2.29,2.29,Food
5453,5453,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,8.0,G160 BATTUTA BOVINO AD.SKIN,18.32,2.29,Food
5454,5454,IT04157540966_7nd57,09247360960,10,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.712,1/2 PROSC.CRUDO STAG.ADD.SV,30.35,11.19,Food
5455,5455,IT04157540966_7nd57,09247360960,4,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G825 AMERICAN SANDWICH,2.81,2.81,Food
5456,5456,IT04157540966_7nd57,09247360960,4,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G825 AMERICAN SANDWICH,2.81,2.81,Food
5457,5457,IT04157540966_7nd57,09247360960,22,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA FRIZ.S.BENEDET.PET,3.84,3.84,Beverage
5458,5458,IT04157540966_7nd57,09247360960,22,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA FRIZ.S.BENEDET.PET,3.84,3.84,Beverage
5459,5459,IT04157540966_7nd57,09247360960,22,2024-09-05,02827030962,,759.11,7nd57,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,50TOV.38X38 3 VELI BIANCO MP,10.12,10.12,Materiali di Cucina
